STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2007,,17.747,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2008,,18.543,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2009,,19.948,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2010,,21.888,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2011,,23.389,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2012,,25.465,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2013,,27.173,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2014,,29.31,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2015,,30.469,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2016,,31.715,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2017,,34.387,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2018,,35.159,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2019,,37.02,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2020,,31.681,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2021,,41.813,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2022,,42.383,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,DK,Denmark,2023,,44.396,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2021,,20.656,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,21.804,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2023,,23.400,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2004,,18.42,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2005,,17.478,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2006,,16.011,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2007,,17.139,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2008,,18.811,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2009,,23.009,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2010,,24.575,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2011,,25.515,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2012,,25.586,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2013,,25.356,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2014,,26.13,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2015,,28.987,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2016,,29.232,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2017,,29.538,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2018,,29.97,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2019,,31.73,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2020,,30.069,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2021,,37.342,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2022,,38.542,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EE,Estonia,2023,,40.950,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2004,,7.161,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2005,,7.277,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2006,,7.458,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2007,,8.249,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2008,,8.183,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2009,,8.731,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2010,,10.077,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2011,,11.153,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2012,,13.741,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2013,,15.326,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2014,,15.683,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2015,,15.69,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2016,,15.39,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2017,,17.3,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2018,,18.001,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2019,,19.633,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2020,,21.749,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2021,,22.001,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2022,,22.671,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EL,Greece,2023,,25.269,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2004,,8.345,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2005,,8.444,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2006,,9.156,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2007,,9.667,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2008,,10.744,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2009,,12.958,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2010,,13.782,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2011,,13.176,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2012,,14.239,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2013,,15.081,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2014,,15.879,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2015,,16.221,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2016,,17.015,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2017,,17.118,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2018,,17.023,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2019,,17.852,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2020,,21.22,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2021,,20.55,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2022,,21.896,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,ES,Spain,2023,,24.852,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2004,,9.605,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2005,,10.182,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2006,,10.778,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2007,,11.749,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2008,,12.552,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2009,,13.85,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,14.405,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2011,,14.547,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,16.002,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,16.659,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,17.416,,,,,
dataflow,ESTAT:SDG_07_40(1.0),Share of renewable energy in gross final energy consumption by sector,A,Annual,REN,Renewable energy sources,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,17.82,,,,,
